Timestamp,Open_gold,High_gold,Low_gold,Close_gold,Volume_gold,Ticker_gold,Close_rolling_3h_gold,Volume_rolling_3h_gold,Close_rolling_6h_gold,Volume_rolling_6h_gold,Close_rolling_1d_gold,Volume_rolling_1d_gold,Close_rolling_3d_gold,Volume_rolling_3d_gold,Close_rolling_1w_gold,Volume_rolling_1w_gold,Open_sp500,High_sp500,Low_sp500,Close_sp500,Volume_sp500,Ticker_sp500,Close_rolling_3h_sp500,Volume_rolling_3h_sp500,Close_rolling_6h_sp500,Volume_rolling_6h_sp500,Close_rolling_1d_sp500,Volume_rolling_1d_sp500,Close_rolling_3d_sp500,Volume_rolling_3d_sp500,Close_rolling_1w_sp500,Volume_rolling_1w_sp500,Open,High,Low,Close,Volume,Ticker,Close_rolling_3h,Volume_rolling_3h,Close_rolling_6h,Volume_rolling_6h,Close_rolling_1d,Volume_rolling_1d,Close_rolling_3d,Volume_rolling_3d,Close_rolling_1w,Volume_rolling_1w
2022-11-10 14:30:00+00:00,162.00999450683594,163.19000244140625,161.65499877929688,162.9949951171875,0,GLD,,,,,,,,,,,3859.889892578125,3912.139892578125,3859.889892578125,3905.110107421875,0,^GSPC,,,,,,,,,,,17572.923828125,17606.298828125,17434.1640625,17603.916015625,944775168,BTC-USD,,,,,,,,,,
2022-11-10 15:30:00+00:00,163.0,163.22000122070312,162.30999755859375,162.6999969482422,2247057,GLD,,,,,,,,,,,3905.070068359375,3915.699951171875,3887.7099609375,3914.969970703125,417625037,^GSPC,,,,,,,,,,,17606.634765625,17819.56640625,17445.076171875,17489.9921875,0,BTC-USD,,,,,,,,,,
2022-11-10 16:30:00+00:00,162.6999969482422,163.00999450683594,162.67999267578125,162.8699951171875,749521,GLD,162.85499572753906,998859.3333333334,,,,,,,,,3915.179931640625,3927.610107421875,3913.06005859375,3913.8701171875,337814000,^GSPC,3911.3167317708335,251813012.33333334,,,,,,,,,17497.2734375,17872.724609375,17484.052734375,17797.34765625,0,BTC-USD,17630.418619791668,314925056.0,,,,,,,,
2022-11-10 17:30:00+00:00,162.875,162.99000549316406,162.55999755859375,162.9499969482422,578755,GLD,162.83999633789062,1191777.6666666667,,,,,,,,,3914.050048828125,3916.219970703125,3897.820068359375,3913.590087890625,282486000,^GSPC,3914.1433919270835,345975012.3333333,,,,,,,,,17790.03125,17790.03125,17202.9296875,17202.9296875,0,BTC-USD,17496.756510416668,0.0,,,,,,,,
2022-11-10 18:30:00+00:00,162.9499969482422,163.11000061035156,162.88999938964844,163.0,673003,GLD,162.93999735514322,667093.0,,,,,,,,,3913.5400390625,3925.699951171875,3908.969970703125,3924.1201171875,256606000,^GSPC,3917.1934407552085,292302000.0,,,,,,,,,17208.423828125,17427.103515625,17208.423828125,17343.73046875,0,BTC-USD,17448.002604166668,0.0,,,,,,,,
2022-11-10 19:30:00+00:00,163.0,163.33999633789062,162.97999572753906,163.2100067138672,518888,GLD,163.05333455403647,590215.3333333334,162.95416514078775,794537.3333333334,,,,,,,3924.080078125,3942.919921875,3920.699951171875,3942.389892578125,320636000,^GSPC,3926.7000325520835,286576000.0,3919.0083821614585,269194506.1666667,,,,,,,17342.998046875,17445.505859375,17285.185546875,17445.505859375,0,BTC-USD,17330.722005208332,0.0,17480.5703125,157462528.0,,,,,,
2022-11-10 20:30:00+00:00,163.21499633789062,163.50999450683594,163.14999389648438,163.4600067138672,1053560,GLD,163.22333780924478,748483.6666666666,163.03166707356772,970130.6666666666,,,,,,,3942.409912109375,3958.330078125,3940.669921875,3954.340087890625,521822000,^GSPC,3940.2833658854165,366354666.6666667,3927.21337890625,356164839.5,,,,,,,17454.01953125,18022.6484375,17391.619140625,17989.99609375,0,BTC-USD,17593.077473958332,0.0,17544.9169921875,0.0,,,,,,
2022-11-11 14:30:00+00:00,163.91400146484375,164.24000549316406,163.4199981689453,164.1999969482422,1243430,GLD,163.6233367919922,938626.0,163.28166707356772,802859.5,,,,,,,3963.719970703125,3983.090087890625,3944.820068359375,3978.580078125,0,^GSPC,3958.4366861979165,280819333.3333333,3937.8150634765625,286560666.6666667,,,,,,,17335.5234375,17335.5234375,16543.482421875,16910.93359375,13508608,BTC-USD,17448.811848958332,4502869.333333333,17448.4072265625,2251434.6666666665,,,,,,
2022-11-11 15:30:00+00:00,164.1699981689453,164.27999877929688,163.83999633789062,163.83999633789062,850611,GLD,163.83333333333334,1049200.3333333333,163.4433339436849,819707.8333333334,,,,,,,3978.280029296875,3981.4599609375,3952.090087890625,3952.090087890625,409490730,^GSPC,3961.6700846354165,310437576.6666667,3944.18505859375,298506788.3333333,,,,,,,16932.1796875,16961.669921875,16803.634765625,16860.62890625,0,BTC-USD,17253.852864583332,4502869.333333333,17292.287434895832,2251434.6666666665,,,,,,
2022-11-11 16:30:00+00:00,163.83999633789062,164.30999755859375,163.8000030517578,164.27999877929688,496261,GLD,164.1066640218099,863434.0,163.66500091552734,805958.8333333334,,,,,,,3952.030029296875,3969.860107421875,3948.75,3967.3701171875,314576000,^GSPC,3966.013427734375,241355576.66666666,3953.148396809896,303855121.6666667,,,,,,,16866.42578125,16875.6953125,16647.33984375,16806.765625,0,BTC-USD,16859.442708333332,4502869.333333333,17226.260091145832,2251434.6666666665,,,,,,
